1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","0900","0855",0.00,17.00,"0912","1230",7.00,"1230","1237",7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","0900","0856",0.00,16.00,"0912","1643",8.00,"1735","1651",-44.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","1230","1226",0.00,19.00,"1245","1543",5.00,"1550","1548",-2.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","1220","1214",0.00,23.00,"1237","2021",12.00,"2050","2033",-17.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12173,32134,"HI","1305","1754",289.00,21.00,"1815","2234",6.00,"1740","2240",300.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13830,33830,"HI",11298,30194,"TX","1805","",,,"","",,"0510","",,1.00,"A",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13830,33830,"HI","1215","1513",178.00,24.00,"1537","1947",3.00,"1635","1950",195.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12173,32134,"HI",11298,30194,"TX","1745","1933",108.00,15.00,"1948","0648",11.00,"0510","0659",109.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","0700","0649",0.00,22.00,"0711","1019",7.00,"1020","1026",6.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","2150","2150",0.00,14.00,"2204","0539",5.00,"0559","0544",-15.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","1115","1114",0.00,19.00,"1133","1920",15.00,"1950","1935",-15.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13830,33830,"HI",12892,32575,"CA","2300","2254",0.00,12.00,"2306","0533",10.00,"0605","0543",-22.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",14771,32457,"CA","0800","0755",0.00,57.00,"0852","1220",8.00,"1140","1228",48.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14771,32457,"CA",12478,31703,"NY","1245","1316",31.00,18.00,"1334","2139",10.00,"2115","2149",34.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",10397,30397,"GA",13303,32467,"FL","0700","0656",0.00,15.00,"0711","0833",9.00,"0852","0842",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","1100","1055",0.00,17.00,"1112","1406",7.00,"1420","1413",-7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14771,32457,"CA",12478,31703,"NY","1500","1503",3.00,19.00,"1522","2323",8.00,"2325","2331",6.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","1845","1851",6.00,29.00,"1920","2228",10.00,"2210","2238",28.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","1515","1512",0.00,23.00,"1535","2312",17.00,"2335","2329",-6.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14771,32457,"CA","0755","0841",46.00,35.00,"0916","1026",8.00,"0945","1034",49.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14771,32457,"CA",11298,30194,"TX","1050","1123",33.00,28.00,"1151","1649",11.00,"1620","1700",40.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14771,32457,"CA",12478,31703,"NY","0720","0714",0.00,20.00,"0734","1541",5.00,"1600","1546",-14.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",10721,30721,"MA",12892,32575,"CA","0900","0857",0.00,15.00,"0912","1233",9.00,"1235","1242",7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12889,32211,"NV","1850","1929",39.00,16.00,"1945","2006",8.00,"1945","2014",29.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",13303,32467,"FL","1500","1456",0.00,19.00,"1515","2259",2.00,"2250","2301",11.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13891,32575,"CA","1035","",,,"","",,"1145","",,1.00,"B",0.00
1,4,2015-01-01,"AA","AA",13891,32575,"CA",11298,30194,"TX","1225","1356",91.00,25.00,"1421","1850",43.00,"1720","1933",133.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","2330","2326",0.00,23.00,"2349","0719",6.00,"0750","0725",-25.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12173,32134,"HI","0805","0828",23.00,12.00,"0840","1226",4.00,"1210","1230",20.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","1415","1424",9.00,14.00,"1438","2226",13.00,"2240","2239",-1.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13830,33830,"HI",11298,30194,"TX","1955","2016",21.00,10.00,"2026","0724",5.00,"0705","0729",24.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","1445","1438",0.00,28.00,"1506","1801",6.00,"1815","1807",-8.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12478,31703,"NY","0700","0650",0.00,13.00,"0703","1431",5.00,"1525","1436",-49.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13830,33830,"HI","1030","1035",5.00,14.00,"1049","1454",3.00,"1450","1457",7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12889,32211,"NV",12478,31703,"NY","1015","1057",42.00,21.00,"1118","1820",14.00,"1815","1834",19.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13204,31454,"FL","1900","1921",21.00,22.00,"1943","2251",6.00,"2220","2257",37.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12173,32134,"HI","1055","1339",164.00,19.00,"1358","1808",11.00,"1525","1819",174.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",13303,32467,"FL","1250","1305",15.00,17.00,"1322","2038",4.00,"2035","2042",7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",10397,30397,"GA",11298,30194,"TX","1755","1754",0.00,14.00,"1808","1901",8.00,"1930","1909",-21.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",10397,30397,"GA","1415","1430",15.00,9.00,"1439","1708",5.00,"1715","1713",-2.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14107,30466,"AZ","1145","1209",24.00,29.00,"1238","1402",13.00,"1325","1415",50.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14107,30466,"AZ",11298,30194,"TX","1410","1508",58.00,21.00,"1529","1816",9.00,"1730","1825",55.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12264,30852,"VA",11298,30194,"TX","0625","0622",0.00,14.00,"0636","0856",16.00,"0855","0912",17.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12264,30852,"VA","2020","2152",92.00,38.00,"2230","0138",6.00,"2355","0144",109.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12451,31136,"FL",11298,30194,"TX","0635","0648",13.00,13.00,"0701","0822",11.00,"0825","0833",8.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13303,32467,"FL",15304,33195,"FL","0702","",,,"","",,"0806","",,1.00,"A",0.00
1,4,2015-01-01,"AA","AA",15304,33195,"FL",13303,32467,"FL","0847","",,,"","",,"0954","",,1.00,"A",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",13204,31454,"FL","1150","1201",11.00,31.00,"1232","1950",5.00,"1925","1955",30.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14100,34100,"PA","1335","1337",2.00,19.00,"1356","1736",5.00,"1735","1741",6.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14100,34100,"PA",11298,30194,"TX","1825","1826",1.00,25.00,"1851","2117",23.00,"2125","2140",15.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12892,32575,"CA","1630","1628",0.00,19.00,"1647","1945",5.00,"2000","1950",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11278,30852,"VA",11298,30194,"TX","1745","1733",0.00,12.00,"1745","2001",9.00,"2020","2010",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11278,30852,"VA",11298,30194,"TX","0730","0728",0.00,12.00,"0740","0954",10.00,"1005","1004",-1.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",11278,30852,"VA","1655","1712",17.00,12.00,"1724","2029",4.00,"2035","2033",-2.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13303,32467,"FL",12892,32575,"CA","1225","1235",10.00,16.00,"1251","1513",6.00,"1518","1519",1.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14843,34819,"PR",13303,32467,"FL","1129","1115",0.00,12.00,"1127","1246",10.00,"1315","1256",-19.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12173,32134,"HI","1400","1402",2.00,13.00,"1415","1757",9.00,"1755","1806",11.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12094,34699,"CO","1110","1109",0.00,11.00,"1120","1211",56.00,"1235","1307",32.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12094,34699,"CO",11298,30194,"TX","1320","1400",40.00,11.00,"1411","1700",10.00,"1635","1710",35.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14679,33570,"CA",11298,30194,"TX","0935","0928",0.00,13.00,"0941","1401",19.00,"1425","1420",-5.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14679,33570,"CA","2100","2103",3.00,18.00,"2121","2207",3.00,"2205","2210",5.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11278,30852,"VA",13930,30977,"IL","0955","0955",0.00,9.00,"1004","1055",6.00,"1105","1101",-4.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",14747,30559,"WA","2055","2054",0.00,16.00,"2110","2306",41.00,"2325","2347",22.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14747,30559,"WA",13930,30977,"IL","0850","0849",0.00,16.00,"0905","1426",7.00,"1445","1433",-12.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",11433,31295,"MI","1030","",,,"","",,"1400","",,1.00,"B",0.00
1,4,2015-01-01,"AA","AA",11433,31295,"MI",11298,30194,"TX","1445","1445",0.00,19.00,"1504","1647",17.00,"1645","1704",19.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12889,32211,"NV",12478,31703,"NY","0810","0803",0.00,17.00,"0820","1528",7.00,"1605","1535",-30.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",12889,32211,"NV","1729","1727",0.00,21.00,"1748","2006",8.00,"2024","2014",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14831,32457,"CA",13930,30977,"IL","0725","0725",0.00,13.00,"0738","1324",14.00,"1340","1338",-2.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",14831,32457,"CA","1915","2035",80.00,18.00,"2053","2251",5.00,"2155","2256",61.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14679,33570,"CA",11298,30194,"TX","0835","0830",0.00,13.00,"0843","1304",10.00,"1330","1314",-16.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14679,33570,"CA","1935","2006",31.00,15.00,"2021","2101",3.00,"2040","2104",24.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14869,34614,"UT",11298,30194,"TX","0815","0824",9.00,36.00,"0900","1214",9.00,"1200","1223",23.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14869,34614,"UT","1725","2035",190.00,24.00,"2059","2209",7.00,"1915","2216",181.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",11278,30852,"VA","1225","1222",0.00,18.00,"1240","1953",8.00,"2015","2001",-14.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11278,30852,"VA",12892,32575,"CA","0840","0838",0.00,12.00,"0850","1121",7.00,"1140","1128",-12.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12889,32211,"NV",13930,30977,"IL","0910","0906",0.00,16.00,"0922","1412",7.00,"1445","1419",-26.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",12889,32211,"NV","1820","1924",64.00,13.00,"1937","2102",7.00,"2010","2109",59.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12758,32758,"HI",12892,32575,"CA","1400","1400",0.00,22.00,"1422","2058",22.00,"2110","2120",10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",12758,32758,"HI","0840","0837",0.00,17.00,"0854","1226",3.00,"1230","1229",-1.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13303,32467,"FL","1754","1955",121.00,15.00,"2010","2323",3.00,"2134","2326",112.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13303,32467,"FL",11298,30194,"TX","0715","0719",4.00,13.00,"0732","0919",12.00,"0934","0931",-3.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13303,32467,"FL",14107,30466,"AZ","1950","1955",5.00,23.00,"2018","2249",8.00,"2307","2257",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",12478,31703,"NY","1025","1041",16.00,13.00,"1054","1443",5.00,"1445","1448",3.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",11298,30194,"TX","1615","1625",10.00,19.00,"1644","1931",48.00,"1930","2019",49.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14843,34819,"PR",12478,31703,"NY","1151","1142",0.00,22.00,"1204","1445",4.00,"1456","1449",-7.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12478,31703,"NY",14843,34819,"PR","1605","1629",24.00,23.00,"1652","2054",6.00,"2100","2100",0.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14771,32457,"CA",13303,32467,"FL","0700","0703",3.00,14.00,"0717","1512",8.00,"1524","1520",-4.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13303,32467,"FL",14771,32457,"CA","1835","1836",1.00,12.00,"1848","2130",5.00,"2201","2135",-26.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14679,33570,"CA",11298,30194,"TX","0705","0659",0.00,22.00,"0721","1138",12.00,"1205","1150",-15.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",14679,33570,"CA","1805","1803",0.00,14.00,"1817","1857",2.00,"1905","1859",-6.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",11298,30194,"TX",13204,31454,"FL","0600","0606",6.00,18.00,"0624","0924",4.00,"0925","0928",3.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13204,31454,"FL",11298,30194,"TX","1020","1015",0.00,16.00,"1031","1154",12.00,"1215","1206",-9.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",11292,30325,"CO","1555","1552",0.00,20.00,"1612","1738",16.00,"1730","1754",24.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",14107,30466,"AZ",13303,32467,"FL","1559","1754",115.00,13.00,"1807","2357",3.00,"2203","2400",117.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",13204,31454,"FL","1955","1951",0.00,14.00,"2005","2314",3.00,"2325","2317",-8.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",13930,30977,"IL","1755","1754",0.00,12.00,"1806","2334",6.00,"2350","2340",-10.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",13930,30977,"IL",12892,32575,"CA","1430","1446",16.00,11.00,"1457","1653",7.00,"1700","1700",0.00,0.00,"",0.00
1,4,2015-01-01,"AA","AA",12892,32575,"CA",15016,31123,"MO","1150","1146",0.00,23.00,"1209","1710",2.00,"1725","1712",-13.00,0.00,"",0.00
